date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21,batch_id
2020-01-01,63.0,65.0,68.0,100.0,43.0,70.0,60.0,100.0,100.0,70.0,100.0,0.0
2020-01-02,52.0,35.0,54.0,32.0,23.0,43.0,24.0,33.0,16.0,28.0,46.008119079837606,0.0
2020-01-03,17.0,35.0,28.0,17.0,24.0,44.0,12.0,0.0,51.0,0.0,30.85250338294993,0.0
2020-01-04,0.0,39.0,46.0,55.0,39.0,32.0,14.0,37.0,55.0,48.0,49.39106901217862,0.0
2020-01-05,40.0,40.0,49.0,72.0,27.0,66.0,14.0,38.0,76.0,49.0,63.734776725304464,0.0
2020-01-06,0.0,0.0,14.0,17.0,12.0,0.0,0.0,0.0,0.0,15.0,7.848443843031122,0.0
2020-01-07,17.0,51.0,27.0,16.0,23.0,28.0,12.0,63.0,65.0,29.0,44.79025710419486,0.0
2020-01-08,0.0,33.0,39.0,0.0,11.0,14.0,23.0,15.0,16.0,27.0,24.086603518267932,0.0
2020-01-09,0.0,18.0,42.0,51.0,37.0,30.0,25.0,0.0,0.0,45.0,33.55886332882273,0.0
2020-01-10,18.0,37.0,15.0,0.0,26.0,31.0,13.0,35.0,18.0,31.0,30.311231393775373,0.0
2020-01-11,21.0,61.0,49.0,58.0,14.0,100.0,29.0,98.0,79.0,87.0,80.64952638700944,0.0
2020-01-12,20.0,39.0,31.0,36.0,14.0,0.0,0.0,0.0,37.0,48.0,30.446549391069013,0.0
2020-01-13,34.0,17.0,40.0,16.0,23.0,14.0,24.0,32.0,16.0,0.0,29.22868741542625,0.0
2020-01-14,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.924221921515562,0.0
2020-01-15,0.0,18.0,0.0,33.0,12.0,15.0,0.0,0.0,17.0,0.0,12.855209742895806,0.0
2020-01-16,18.0,53.0,43.0,0.0,12.0,44.0,25.0,0.0,0.0,44.0,32.34100135317997,0.0
2020-01-17,18.0,38.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,16.0,14.343707713125847,0.0
2020-01-18,0.0,21.0,16.0,40.0,44.0,17.0,29.0,20.0,59.0,88.0,45.19621109607577,0.0
2020-01-19,41.0,20.0,0.0,37.0,27.0,0.0,28.0,38.0,0.0,0.0,25.84573748308525,0.0
2020-01-20,18.0,36.0,29.0,34.0,0.0,15.0,0.0,17.0,0.0,45.0,26.251691474966165,0.0
2020-01-21,37.0,19.0,15.0,17.0,13.0,16.0,27.0,35.0,0.0,0.0,24.221921515561565,0.0
2020-01-22,37.0,37.0,15.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,16.102841677943164,0.0
2020-01-23,55.0,37.0,45.0,35.0,38.0,15.0,26.0,70.0,0.0,15.0,45.46684709066305,0.0
2020-01-24,76.0,38.0,46.0,36.0,26.0,32.0,26.0,54.0,18.0,47.0,53.99188092016238,0.0
2020-01-25,0.0,22.0,0.0,40.0,29.0,37.0,0.0,20.0,0.0,35.0,24.76319350473613,0.0
2020-01-26,0.0,21.0,16.0,0.0,14.0,17.0,14.0,38.0,20.0,17.0,21.244925575101487,0.0
2020-01-27,18.0,18.0,14.0,17.0,37.0,31.0,25.0,35.0,34.0,0.0,30.987821380243567,0.0
2020-01-28,0.0,56.0,30.0,34.0,13.0,46.0,39.0,36.0,17.0,15.0,38.700947225981054,0.0
2020-01-29,19.0,19.0,15.0,17.0,0.0,31.0,13.0,18.0,0.0,31.0,22.056833558863328,0.0
2020-01-30,73.0,18.0,29.0,50.0,49.0,62.0,26.0,35.0,17.0,61.0,56.83355886332882,0.0
2020-01-31,37.0,58.0,30.0,36.0,26.0,49.0,27.0,55.0,55.0,47.0,56.83355886332882,0.0
2020-02-01,22.0,22.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,18.0,13.802435723951282,0.0
2020-02-02,43.0,22.0,0.0,0.0,14.0,36.0,0.0,0.0,20.0,0.0,18.267929634641405,0.0
2020-02-03,17.0,17.0,40.0,0.0,47.0,14.0,25.0,49.0,16.0,44.0,36.40054127198918,0.0
2020-02-04,18.0,38.0,0.0,54.0,26.0,15.0,40.0,35.0,35.0,32.0,39.648173207036535,0.0
2020-02-05,18.0,37.0,28.0,34.0,24.0,15.0,37.0,0.0,34.0,30.0,34.77672530446549,0.0
2020-02-06,36.0,18.0,29.0,0.0,38.0,47.0,25.0,70.0,51.0,30.0,46.54939106901218,0.0
2020-02-07,38.0,0.0,15.0,35.0,38.0,16.0,25.0,18.0,0.0,0.0,25.03382949932341,0.0
2020-02-08,0.0,40.0,32.0,19.0,0.0,17.0,14.0,0.0,19.0,0.0,19.079837618403246,0.0
2020-02-09,40.0,21.0,32.0,19.0,0.0,17.0,0.0,58.0,0.0,17.0,27.604871447902564,0.0
2020-02-10,19.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,18.0,15.0,11.231393775372124,0.0
2020-02-11,37.0,18.0,58.0,33.0,12.0,47.0,25.0,17.0,34.0,30.0,42.083897158322046,0.0
2020-02-12,18.0,18.0,0.0,0.0,12.0,0.0,0.0,17.0,17.0,29.0,15.020297699594044,0.0
2020-02-13,18.0,18.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,8.660351826792963,0.0
2020-02-14,37.0,38.0,15.0,0.0,12.0,32.0,13.0,0.0,36.0,31.0,28.958051420838967,0.0
2020-02-15,0.0,0.0,33.0,38.0,13.0,17.0,14.0,19.0,19.0,35.0,25.439783491204327,0.0
2020-02-16,20.0,21.0,16.0,38.0,14.0,17.0,15.0,39.0,19.0,17.0,29.22868741542625,0.0
2020-02-17,19.0,19.0,30.0,52.0,25.0,16.0,0.0,0.0,18.0,0.0,24.221921515561565,0.0
2020-02-18,18.0,18.0,0.0,0.0,0.0,15.0,0.0,34.0,17.0,15.0,15.832205683355884,0.0
2020-02-19,0.0,18.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,14.0,8.389715832205683,0.0
2020-02-20,19.0,0.0,0.0,18.0,0.0,16.0,0.0,0.0,0.0,16.0,9.336941813261165,0.0
2020-02-21,36.0,35.0,28.0,33.0,24.0,15.0,37.0,50.0,51.0,73.0,51.6914749661705,0.0
2020-02-22,59.0,41.0,48.0,56.0,55.0,34.0,42.0,37.0,39.0,0.0,55.61569688768606,0.0
2020-02-23,57.0,37.0,45.0,86.0,38.0,31.0,13.0,71.0,36.0,31.0,60.216508795669824,0.0
2020-02-24,0.0,18.0,14.0,16.0,23.0,29.0,0.0,32.0,0.0,14.0,19.75642760487145,0.0
2020-02-25,54.0,53.0,42.0,33.0,48.0,30.0,25.0,17.0,50.0,15.0,49.6617050067659,0.0
2020-02-26,36.0,35.0,27.0,33.0,24.0,15.0,24.0,32.0,33.0,29.0,38.971583220568334,0.0
2020-02-27,17.0,18.0,28.0,0.0,23.0,15.0,0.0,0.0,33.0,0.0,18.132611637347765,0.0
2020-02-28,71.0,36.0,29.0,17.0,12.0,0.0,25.0,17.0,0.0,15.0,30.04059539918809,0.0
2020-02-29,76.0,19.0,15.0,0.0,0.0,46.0,26.0,53.0,18.0,0.0,34.235453315290926,0.0
2020-03-01,42.0,65.0,17.0,39.0,29.0,0.0,15.0,61.0,20.0,17.0,41.27198917456021,0.0
2020-03-02,20.0,20.0,0.0,18.0,13.0,17.0,0.0,0.0,19.0,0.0,14.479025710419483,0.0
2020-03-03,0.0,18.0,14.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,8.525033829499321,0.0
2020-03-04,17.0,18.0,43.0,17.0,12.0,15.0,0.0,0.0,0.0,30.0,20.568335588633285,0.0
2020-03-05,17.0,0.0,14.0,33.0,12.0,14.0,25.0,0.0,0.0,15.0,17.591339648173207,0.0
2020-03-06,18.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,17.0,15.0,10.419485791610283,0.0
2020-03-07,0.0,19.0,15.0,0.0,27.0,33.0,0.0,36.0,19.0,16.0,22.32746955345061,0.0
2020-03-08,79.0,41.0,0.0,18.0,14.0,33.0,28.0,0.0,38.0,16.0,36.12990527740189,0.0
2020-03-09,16.0,0.0,0.0,15.0,11.0,0.0,0.0,16.0,0.0,0.0,7.848443843031122,0.0
2020-03-10,32.0,16.0,0.0,15.0,33.0,0.0,23.0,30.0,15.0,13.0,23.951285520974288,0.0
2020-03-11,17.0,0.0,0.0,16.0,23.0,42.0,12.0,16.0,48.0,43.0,29.364005412719887,0.0
2020-03-12,95.0,79.0,62.0,73.0,53.0,64.0,44.0,73.0,75.0,100.0,97.15832205683355,0.0
2020-03-13,46.0,0.0,25.0,15.0,10.0,0.0,22.0,15.0,0.0,13.0,19.75642760487145,0.0
2020-03-14,38.0,37.0,30.0,52.0,25.0,62.0,26.0,54.0,69.0,47.0,59.53991880920161,0.0
2020-03-15,36.0,74.0,100.0,34.0,37.0,15.0,100.0,34.0,52.0,45.0,71.3125845737483,0.0
2020-03-16,100.0,100.0,52.0,92.0,100.0,69.0,70.0,31.0,16.0,82.0,96.34641407307173,0.0
2020-03-17,32.0,17.0,51.0,15.0,11.0,13.0,44.0,30.0,75.0,14.0,40.86603518267929,0.0
2020-03-18,51.0,18.0,28.0,17.0,35.0,30.0,12.0,16.0,33.0,0.0,32.47631935047361,0.0
2020-03-19,34.0,51.0,27.0,32.0,35.0,43.0,49.0,49.0,32.0,29.0,51.556156968876856,0.0
2020-03-20,17.0,68.0,0.0,32.0,23.0,14.0,12.0,33.0,16.0,14.0,30.987821380243567,0.0
2020-03-21,40.0,61.0,16.0,38.0,26.0,17.0,14.0,38.0,37.0,17.0,41.13667117726657,0.0
2020-03-22,77.0,40.0,47.0,37.0,26.0,16.0,55.0,56.0,37.0,33.0,57.374830852503386,0.0
2020-03-23,15.0,31.0,36.0,59.0,10.0,13.0,32.0,15.0,29.0,25.0,35.85926928281461,0.0
2020-03-24,84.0,34.0,0.0,48.0,11.0,29.0,24.0,48.0,0.0,28.0,41.40730717185385,0.0
2020-03-25,35.0,0.0,42.0,33.0,12.0,29.0,12.0,17.0,16.0,29.0,30.446549391069013,0.0
2020-03-26,16.0,33.0,40.0,15.0,22.0,41.0,35.0,31.0,46.0,27.0,41.40730717185385,0.0
2020-03-27,15.0,16.0,25.0,0.0,10.0,0.0,11.0,44.0,0.0,13.0,18.132611637347765,0.0
2020-03-28,35.0,37.0,57.0,33.0,24.0,29.0,37.0,17.0,33.0,43.0,46.68470906630581,0.0
2020-03-29,18.0,36.0,28.0,33.0,23.0,44.0,13.0,17.0,33.0,44.0,39.10690121786197,0.0
2020-03-30,61.0,46.0,24.0,29.0,10.0,51.0,11.0,0.0,29.0,13.0,37.077131258457364,0.0
2020-03-31,16.0,47.0,25.0,15.0,21.0,26.0,11.0,0.0,29.0,39.0,30.987821380243567,0.0
2020-04-01,33.0,33.0,27.0,47.0,0.0,14.0,11.0,47.0,63.0,14.0,39.10690121786197,0.0
2020-04-02,15.0,0.0,25.0,29.0,21.0,0.0,22.0,15.0,30.0,13.0,23.00405953991881,0.0
2020-04-03,16.0,33.0,27.0,46.0,11.0,14.0,11.0,16.0,15.0,27.0,29.22868741542625,0.0
2020-04-04,19.0,36.0,15.0,0.0,12.0,15.0,13.0,17.0,17.0,15.0,21.515561569688764,0.0
2020-04-05,54.0,18.0,28.0,33.0,12.0,0.0,25.0,17.0,0.0,0.0,25.30446549391069,0.0
2020-04-06,0.0,16.0,0.0,0.0,0.0,14.0,0.0,15.0,0.0,13.0,7.848443843031122,0.0
2020-04-07,16.0,17.0,13.0,0.0,11.0,27.0,11.0,0.0,15.0,0.0,14.884979702300402,0.0
2020-04-08,16.0,0.0,0.0,15.0,0.0,40.0,0.0,15.0,0.0,13.0,13.396481732070365,0.0
2020-04-09,0.0,16.0,0.0,30.0,11.0,27.0,11.0,0.0,15.0,13.0,16.644113667117725,0.0
2020-04-10,16.0,49.0,26.0,15.0,23.0,14.0,23.0,61.0,47.0,27.0,40.73071718538565,0.0
2020-04-11,37.0,19.0,15.0,0.0,0.0,16.0,26.0,18.0,18.0,15.0,22.192151556156965,0.0
2020-04-12,19.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,18.0,16.0,11.366711772665765,0.0
2020-04-13,17.0,0.0,13.0,31.0,23.0,14.0,12.0,32.0,16.0,0.0,21.38024357239513,0.0
2020-04-14,17.0,0.0,13.0,16.0,0.0,14.0,12.0,16.0,16.0,0.0,14.073071718538566,0.0
2020-04-15,0.0,17.0,0.0,0.0,11.0,0.0,0.0,16.0,0.0,0.0,5.953991880920162,0.0
2020-04-16,35.0,18.0,28.0,17.0,12.0,30.0,25.0,49.0,33.0,15.0,35.45331529093369,0.0
2020-04-17,19.0,0.0,0.0,17.0,0.0,61.0,26.0,35.0,51.0,31.0,32.47631935047361,0.0
2020-04-18,0.0,41.0,32.0,0.0,0.0,52.0,0.0,37.0,19.0,17.0,26.79296346414073,0.0
2020-04-19,0.0,22.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.0,7.983761840324763,0.0
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,0.0,0.0,14.0,0.0,12.0,15.0,13.0,0.0,0.0,0.0,7.307171853856563,0.0
2020-04-22,17.0,18.0,28.0,16.0,12.0,0.0,12.0,0.0,17.0,0.0,16.238159675236805,0.0
2020-04-23,17.0,17.0,0.0,15.0,12.0,28.0,24.0,32.0,0.0,14.0,21.515561569688764,0.0
2020-04-24,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.194857916102841,0.0
2020-04-25,0.0,0.0,0.0,17.0,0.0,16.0,0.0,0.0,0.0,16.0,6.630581867388363,0.0
2020-04-26,0.0,0.0,16.0,18.0,0.0,0.0,14.0,0.0,18.0,0.0,8.930987821380242,0.0
2020-04-27,18.0,0.0,0.0,16.0,12.0,14.0,0.0,16.0,16.0,0.0,12.449255751014887,0.0
2020-04-28,18.0,18.0,0.0,0.0,12.0,29.0,0.0,0.0,33.0,15.0,16.914749661705006,0.0
2020-04-29,0.0,0.0,14.0,16.0,0.0,15.0,0.0,0.0,16.0,0.0,8.254397834912043,0.0
2020-04-30,32.0,16.0,26.0,15.0,22.0,14.0,0.0,15.0,15.0,0.0,20.974289580514206,0.0
2020-05-01,0.0,19.0,29.0,34.0,0.0,0.0,0.0,0.0,18.0,0.0,13.531799729364007,0.0
2020-05-02,19.0,0.0,15.0,36.0,13.0,16.0,0.0,18.0,0.0,16.0,17.997293640054124,0.0
2020-05-03,57.0,57.0,15.0,17.0,39.0,0.0,26.0,18.0,36.0,32.0,40.189445196211096,0.0
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,3.7889039242219216,0.0
2020-05-05,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,3.7889039242219216,0.0
2020-05-06,17.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.901217861975641,0.0
2020-05-07,0.0,0.0,14.0,34.0,23.0,15.0,0.0,0.0,17.0,15.0,15.967523680649526,0.0
2020-05-08,0.0,0.0,0.0,16.0,0.0,30.0,0.0,33.0,0.0,29.0,14.614343707713125,0.0
