date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-02,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.9,0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-04,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.7,0
2020-01-05,6.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,2.4,0
2020-01-06,0.0,7.0,2.0,6.0,6.0,0.0,2.0,3.0,0.0,2.0,2.8,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,3.0,3.0,4.0,3.0,6.0,3.0,3.0,5.0,3.0,2.0,3.5,0
2020-01-10,3.0,4.0,5.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,2.9,0
2020-01-11,3.0,4.0,0.0,0.0,3.0,7.0,5.0,5.0,0.0,3.0,3.0,0
2020-01-12,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.8,0
2020-01-13,0.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,4.0,2.0,0
2020-01-14,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0
2020-01-15,0.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,2.0,1.5,0
2020-01-16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0
2020-01-17,3.0,7.0,2.0,3.0,0.0,7.0,3.0,0.0,7.0,2.0,3.4,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-21,0.0,7.0,4.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,2.7,0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-23,7.0,7.0,4.0,15.0,10.0,13.0,5.0,3.0,9.0,7.0,8.0,0
2020-01-24,10.0,14.0,9.0,9.0,13.0,10.0,8.0,13.0,13.0,2.0,10.1,0
2020-01-25,3.0,0.0,2.0,7.0,4.0,7.0,0.0,0.0,0.0,3.0,2.6,0
2020-01-26,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0
2020-01-27,2.0,10.0,0.0,11.0,3.0,9.0,2.0,2.0,6.0,4.0,4.9,0
2020-01-28,2.0,3.0,0.0,3.0,9.0,6.0,2.0,5.0,6.0,2.0,3.8,0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-30,5.0,10.0,2.0,9.0,0.0,10.0,3.0,5.0,6.0,2.0,5.2,0
2020-01-31,8.0,3.0,2.0,12.0,10.0,7.0,5.0,8.0,13.0,5.0,7.3,0
2020-02-01,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0
2020-02-02,0.0,14.0,0.0,3.0,7.0,7.0,5.0,5.0,7.0,0.0,4.8,0
2020-02-03,2.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.7,0
2020-02-04,2.0,10.0,4.0,9.0,3.0,9.0,5.0,5.0,3.0,5.0,5.5,0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-06,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8,0
2020-02-07,5.0,0.0,4.0,6.0,10.0,0.0,0.0,5.0,0.0,5.0,3.5,0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-09,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8,0
2020-02-10,5.0,3.0,2.0,3.0,3.0,3.0,0.0,5.0,0.0,6.0,3.0,0
2020-02-11,2.0,6.0,4.0,3.0,3.0,6.0,7.0,0.0,3.0,4.0,3.8,0
2020-02-12,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0
2020-02-13,3.0,3.0,0.0,3.0,3.0,7.0,5.0,0.0,10.0,5.0,3.9,0
2020-02-14,0.0,4.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,1.8,0
2020-02-15,0.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,2.0,1.8,0
2020-02-16,3.0,4.0,5.0,6.0,3.0,3.0,3.0,0.0,7.0,0.0,3.4,0
2020-02-17,2.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.2,0
2020-02-18,5.0,10.0,2.0,9.0,6.0,6.0,5.0,2.0,3.0,2.0,5.0,0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-21,0.0,3.0,2.0,0.0,3.0,6.0,3.0,3.0,0.0,5.0,2.5,0
2020-02-22,8.0,7.0,2.0,3.0,4.0,0.0,3.0,6.0,4.0,5.0,4.2,0
2020-02-23,3.0,4.0,2.0,6.0,3.0,7.0,3.0,5.0,10.0,0.0,4.3,0
2020-02-24,5.0,10.0,4.0,9.0,6.0,3.0,5.0,10.0,9.0,4.0,6.5,0
2020-02-25,14.0,23.0,13.0,12.0,15.0,15.0,14.0,12.0,15.0,9.0,14.2,0
2020-02-26,12.0,10.0,15.0,12.0,6.0,12.0,10.0,7.0,12.0,7.0,10.3,0
2020-02-27,10.0,26.0,15.0,12.0,25.0,9.0,17.0,12.0,31.0,20.0,17.7,0
2020-02-28,13.0,31.0,22.0,15.0,19.0,39.0,18.0,18.0,32.0,21.0,22.8,0
2020-02-29,8.0,10.0,2.0,3.0,10.0,10.0,8.0,13.0,13.0,14.0,9.1,0
2020-03-01,8.0,11.0,5.0,6.0,10.0,7.0,5.0,8.0,7.0,2.0,6.9,0
2020-03-02,19.0,26.0,15.0,15.0,15.0,15.0,14.0,15.0,25.0,14.0,17.3,0
2020-03-03,5.0,10.0,11.0,21.0,12.0,19.0,10.0,10.0,16.0,11.0,12.5,0
2020-03-04,0.0,7.0,6.0,3.0,0.0,6.0,7.0,0.0,0.0,2.0,3.1,0
2020-03-05,17.0,13.0,6.0,12.0,19.0,19.0,10.0,10.0,16.0,12.0,13.4,0
2020-03-06,26.0,21.0,11.0,22.0,16.0,23.0,15.0,13.0,20.0,12.0,17.9,0
2020-03-07,11.0,15.0,12.0,3.0,17.0,7.0,5.0,5.0,7.0,3.0,8.5,0
2020-03-08,10.0,3.0,9.0,9.0,13.0,10.0,5.0,11.0,7.0,7.0,8.4,0
2020-03-09,11.0,6.0,8.0,13.0,32.0,14.0,7.0,14.0,17.0,11.0,13.3,0
2020-03-10,21.0,34.0,14.0,16.0,26.0,21.0,28.0,19.0,27.0,15.0,22.1,0
