date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,24.0,19.0,0.0,20.0,0.0,45.0,0.0,0.0,21.0,0.0,17.5033921302578,0
2020-01-02,0.0,0.0,0.0,17.0,41.0,19.0,24.0,0.0,17.0,32.0,20.352781546811396,0
2020-01-03,20.0,31.0,0.0,0.0,0.0,19.0,24.0,18.0,18.0,0.0,17.639077340569877,0
2020-01-04,0.0,17.0,40.0,18.0,43.0,20.0,51.0,0.0,18.0,17.0,30.39348710990502,0
2020-01-05,22.0,33.0,0.0,18.0,43.0,41.0,26.0,19.0,19.0,17.0,32.293080054274085,0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-07,20.0,0.0,20.0,51.0,20.0,39.0,0.0,18.0,0.0,31.0,27.001356852103118,0
2020-01-08,39.0,0.0,38.0,16.0,40.0,0.0,23.0,0.0,17.0,29.0,27.40841248303935,0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,21.0,0.0,20.0,17.0,21.0,39.0,0.0,19.0,18.0,16.0,23.202170963364996,0
2020-01-13,0.0,14.0,17.0,16.0,18.0,0.0,65.0,0.0,16.0,0.0,19.810040705563093,0
2020-01-14,36.0,14.0,17.0,0.0,18.0,17.0,21.0,47.0,32.0,0.0,27.40841248303935,0
2020-01-15,0.0,31.0,38.0,0.0,40.0,19.0,0.0,0.0,17.0,47.0,26.051560379918588,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-19,0.0,16.0,41.0,36.0,43.0,20.0,0.0,39.0,37.0,0.0,31.478968792401627,0
2020-01-20,21.0,16.0,39.0,36.0,21.0,20.0,25.0,18.0,18.0,0.0,29.03663500678426,0
2020-01-21,0.0,0.0,0.0,35.0,0.0,0.0,25.0,0.0,18.0,16.0,12.754409769335142,0
2020-01-22,20.0,16.0,19.0,17.0,21.0,0.0,25.0,36.0,18.0,16.0,25.508819538670284,0
2020-01-23,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,16.0,7.055630936227951,0
2020-01-24,43.0,33.0,21.0,18.0,0.0,21.0,26.0,0.0,37.0,0.0,27.001356852103118,0
2020-01-25,22.0,33.0,42.0,18.0,44.0,21.0,0.0,19.0,38.0,0.0,32.15739484396201,0
2020-01-26,0.0,31.0,39.0,34.0,0.0,39.0,25.0,18.0,18.0,31.0,31.886024423337854,0
2020-01-27,20.0,0.0,0.0,17.0,0.0,38.0,0.0,18.0,17.0,16.0,17.096336499321573,0
2020-01-28,20.0,0.0,0.0,0.0,41.0,19.0,0.0,36.0,53.0,0.0,22.930800542740837,0
2020-01-29,20.0,0.0,39.0,17.0,41.0,0.0,25.0,18.0,0.0,32.0,26.051560379918588,0
2020-01-30,21.0,15.0,20.0,17.0,21.0,0.0,0.0,18.0,54.0,0.0,22.523744911804616,0
2020-01-31,0.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,16.0,7.734056987788331,0
2020-02-01,43.0,17.0,20.0,18.0,0.0,20.0,26.0,58.0,19.0,0.0,29.98643147896879,0
2020-02-02,40.0,16.0,0.0,0.0,63.0,0.0,25.0,18.0,36.0,0.0,26.865671641791042,0
2020-02-03,36.0,14.0,0.0,31.0,0.0,0.0,44.0,16.0,0.0,28.0,22.930800542740837,0
2020-02-04,20.0,16.0,0.0,35.0,61.0,39.0,74.0,18.0,36.0,32.0,44.91180461329715,0
2020-02-05,20.0,0.0,20.0,0.0,0.0,20.0,0.0,18.0,0.0,0.0,10.583446404341926,0
2020-02-06,0.0,0.0,0.0,18.0,0.0,0.0,26.0,19.0,0.0,17.0,10.854816824966079,0
