date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,3.0,4.0,0.0,4.0,3.0,3.0,4.0,0.0,4.0,7.0,3.2989690721649483,0
2020-01-02,5.0,6.0,0.0,7.0,6.0,0.0,3.0,0.0,7.0,3.0,3.814432989690722,0
2020-01-03,0.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,1.5463917525773196,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,0.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,1.5463917525773196,0
2020-01-06,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9278350515463918,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,3.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2.1649484536082473,0
2020-01-10,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,1.2371134020618557,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,0.0,3.0,4.0,3.0,6.0,3.0,8.0,0.0,0.0,2.783505154639175,0
2020-01-13,5.0,6.0,3.0,6.0,2.0,0.0,0.0,3.0,3.0,0.0,2.88659793814433,0
2020-01-14,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.8247422680412371,0
2020-01-15,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9278350515463918,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.30927835051546393,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-18,3.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.443298969072165,0
2020-01-19,9.0,0.0,3.0,7.0,3.0,3.0,3.0,4.0,4.0,3.0,4.020618556701031,0
2020-01-20,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.2371134020618557,0
2020-01-21,3.0,12.0,5.0,10.0,8.0,5.0,0.0,6.0,10.0,3.0,6.391752577319588,0
2020-01-22,5.0,6.0,16.0,16.0,3.0,3.0,6.0,7.0,10.0,13.0,8.762886597938145,0
2020-01-23,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6185567010309279,0
2020-01-24,8.0,3.0,12.0,10.0,8.0,16.0,15.0,7.0,7.0,14.0,10.309278350515465,0
2020-01-25,0.0,4.0,7.0,0.0,3.0,3.0,3.0,12.0,8.0,3.0,4.43298969072165,0
