date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,34.0,33.0,0.0,0.0,33.0,0.0,46.0,29.0,0.0,29.914529914529915,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,31.0,32.0,30.0,39.0,0.0,30.0,0.0,42.0,0.0,0.0,34.871794871794876,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,35.0,36.0,0.0,0.0,0.0,0.0,40.0,0.0,30.0,0.0,24.102564102564106,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,38.0,37.0,37.0,46.0,0.0,0.0,0.0,0.0,0.0,32.0,32.47863247863248,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,30.0,39.0,0.0,30.0,0.0,41.0,0.0,0.0,23.931623931623932,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,35.0,36.0,0.0,0.0,0.0,34.0,40.0,47.0,29.0,32.0,43.24786324786326,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,39.0,0.0,37.0,48.0,38.0,0.0,43.0,0.0,0.0,33.0,40.68376068376068,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,41.0,83.0,40.0,0.0,39.0,0.0,89.0,53.0,34.0,0.0,64.78632478632478,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,0.0,36.0,0.0,44.0,0.0,0.0,0.0,48.0,0.0,30.0,27.008547008547012,0.0
2020-01-29,36.0,0.0,34.0,44.0,0.0,0.0,40.0,48.0,0.0,0.0,34.529914529914535,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,35.0,37.0,69.0,0.0,36.0,36.0,0.0,49.0,62.0,31.0,60.68376068376068,0.0
2020-02-01,0.0,0.0,0.0,52.0,0.0,39.0,47.0,55.0,34.0,0.0,38.8034188034188,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,33.0,0.0,0.0,0.0,38.0,0.0,0.0,30.0,17.264957264957268,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,38.0,40.0,0.0,49.0,0.0,0.0,43.0,52.0,33.0,34.0,49.401709401709404,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,35.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,13.504273504273506,0.0
2020-02-18,0.0,0.0,0.0,44.0,0.0,34.0,0.0,0.0,29.0,0.0,18.29059829059829,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,36.0,0.0,45.0,35.0,35.0,0.0,0.0,0.0,0.0,25.81196581196581,0.0
2020-02-21,0.0,67.0,0.0,42.0,66.0,32.0,0.0,45.0,0.0,29.0,48.034188034188034,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,35.0,44.0,0.0,0.0,39.0,96.0,0.0,31.0,41.88034188034188,0.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,33.0,42.0,0.0,0.0,38.0,0.0,0.0,0.0,19.316239316239315,0.0
2020-03-04,0.0,0.0,33.0,43.0,32.0,33.0,37.0,0.0,0.0,0.0,30.427350427350426,0.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,0.0,31.0,0.0,0.0,0.0,30.0,35.0,0.0,0.0,0.0,16.41025641025641,0.0
2020-03-11,0.0,0.0,31.0,0.0,0.0,31.0,0.0,44.0,27.0,0.0,22.735042735042732,0.0
2020-03-12,61.0,30.0,58.0,0.0,29.0,28.0,66.0,39.0,0.0,75.0,65.98290598290598,0.0
2020-03-13,0.0,30.0,29.0,74.0,0.0,27.0,33.0,39.0,0.0,26.0,44.10256410256411,0.0
2020-03-14,36.0,36.0,35.0,0.0,0.0,34.0,0.0,0.0,29.0,0.0,29.05982905982906,0.0
2020-03-15,34.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,29.0,30.0,23.76068376068376,0.0
2020-03-16,32.0,0.0,61.0,39.0,61.0,30.0,71.0,41.0,54.0,54.0,75.72649572649573,0.0
