date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-02,11.0,11.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,17.0,5.5075593952483795,0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-04,11.0,0.0,12.0,0.0,15.0,0.0,13.0,0.0,10.0,0.0,6.587473002159828,0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-06,0.0,0.0,10.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.455723542116631,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9719222462203024,0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,11.0,12.0,11.0,15.0,0.0,13.0,27.0,0.0,0.0,9.61123110151188,0
2020-01-13,8.0,8.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.779697624190065,0
2020-01-14,0.0,8.0,0.0,8.0,0.0,8.0,9.0,10.0,15.0,24.0,8.855291576673865,0
2020-01-15,19.0,19.0,20.0,9.0,37.0,9.0,0.0,0.0,18.0,0.0,14.146868250539958,0
2020-01-16,0.0,0.0,21.0,10.0,0.0,0.0,0.0,12.0,9.0,0.0,5.615550755939525,0
2020-01-17,10.0,0.0,22.0,0.0,13.0,0.0,12.0,0.0,0.0,15.0,7.7753779697624195,0
2020-01-18,10.0,0.0,12.0,21.0,27.0,0.0,12.0,0.0,10.0,16.0,11.663066954643629,0
2020-01-19,21.0,21.0,24.0,11.0,28.0,21.0,25.0,0.0,20.0,16.0,20.194384449244062,0
2020-01-20,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,13.0,2.699784017278618,0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,9.0,9.0,21.0,9.0,25.0,9.0,22.0,0.0,9.0,14.0,13.71490280777538,0
2020-01-23,10.0,9.0,21.0,10.0,13.0,28.0,11.0,12.0,9.0,43.0,17.926565874730024,0
2020-01-24,0.0,10.0,0.0,10.0,13.0,0.0,0.0,0.0,9.0,14.0,6.047516198704104,0
2020-01-25,0.0,22.0,24.0,22.0,0.0,22.0,13.0,13.0,0.0,16.0,14.254859611231103,0
2020-01-26,0.0,0.0,11.0,0.0,27.0,20.0,12.0,25.0,0.0,45.0,15.11879049676026,0
2020-01-27,0.0,9.0,20.0,0.0,0.0,9.0,0.0,0.0,8.0,26.0,7.7753779697624195,0
2020-01-28,9.0,9.0,0.0,9.0,0.0,0.0,10.0,11.0,17.0,13.0,8.423326133909288,0
2020-01-29,28.0,9.0,41.0,10.0,36.0,19.0,43.0,23.0,18.0,14.0,26.025917926565878,0
2020-01-30,48.0,0.0,32.0,19.0,25.0,10.0,22.0,46.0,18.0,43.0,28.40172786177106,0
2020-01-31,10.0,20.0,0.0,10.0,13.0,0.0,12.0,0.0,9.0,0.0,7.991360691144709,0
2020-02-01,0.0,23.0,12.0,11.0,15.0,11.0,0.0,0.0,0.0,0.0,7.7753779697624195,0
2020-02-02,42.0,21.0,24.0,21.0,28.0,11.0,13.0,27.0,20.0,47.0,27.42980561555076,0
2020-02-03,0.0,33.0,18.0,25.0,0.0,8.0,10.0,20.0,16.0,0.0,14.038876889848813,0
2020-02-04,9.0,9.0,10.0,0.0,24.0,9.0,10.0,22.0,8.0,27.0,13.822894168466524,0
2020-02-05,18.0,9.0,0.0,19.0,0.0,9.0,11.0,22.0,9.0,14.0,11.987041036717063,0
2020-02-06,10.0,0.0,32.0,20.0,0.0,10.0,46.0,24.0,0.0,14.0,16.846652267818577,0
2020-02-07,0.0,20.0,11.0,21.0,14.0,0.0,24.0,37.0,19.0,61.0,22.354211663066955,0
2020-02-08,0.0,23.0,38.0,23.0,0.0,11.0,13.0,14.0,11.0,0.0,14.362850971922247,0
2020-02-09,32.0,22.0,24.0,22.0,15.0,21.0,25.0,27.0,10.0,32.0,24.838012958963283,0
2020-02-10,0.0,9.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,13.0,4.535637149028078,0
2020-02-11,19.0,9.0,10.0,10.0,25.0,9.0,11.0,0.0,9.0,0.0,11.015118790496759,0
2020-02-12,9.0,19.0,32.0,19.0,38.0,19.0,22.0,35.0,18.0,56.0,28.83369330453564,0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-14,10.0,0.0,11.0,10.0,0.0,0.0,12.0,12.0,10.0,0.0,7.019438444924407,0
2020-02-15,12.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,4.967602591792656,0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-17,10.0,0.0,0.0,19.0,13.0,29.0,34.0,0.0,18.0,0.0,13.2829373650108,0
2020-02-18,19.0,19.0,0.0,10.0,0.0,19.0,11.0,0.0,27.0,28.0,14.362850971922247,0
2020-02-19,0.0,0.0,11.0,0.0,13.0,19.0,0.0,0.0,0.0,14.0,6.155507559395248,0
2020-02-20,10.0,20.0,11.0,0.0,13.0,10.0,0.0,12.0,0.0,29.0,11.339092872570195,0
2020-02-21,11.0,11.0,12.0,11.0,14.0,0.0,12.0,13.0,20.0,31.0,14.578833693304537,0
2020-02-22,0.0,0.0,0.0,0.0,16.0,0.0,14.0,0.0,0.0,0.0,3.2397408207343417,0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-24,18.0,18.0,10.0,9.0,24.0,9.0,0.0,0.0,17.0,27.0,14.254859611231103,0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,2.1598272138228944,0
2020-02-26,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,8.0,13.0,4.535637149028078,0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,2.483801295896328,0
2020-02-28,0.0,0.0,11.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,3.779697624190065,0
2020-02-29,11.0,11.0,13.0,11.0,0.0,0.0,13.0,14.0,0.0,0.0,7.883369330453564,0
