date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9_,batch_id
2020-01-01,37.0,0.0,0.0,37.0,0.0,28.0,26.0,22.0,35.0,0.0,30.833333333333332,0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,33.0,52.0,18.333333333333332,0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-06,33.0,30.0,38.0,34.0,30.0,26.0,24.0,0.0,32.0,50.0,49.5,0
2020-01-07,0.0,28.0,36.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,13.833333333333336,0
2020-01-08,31.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,9.166666666666666,0
2020-01-09,63.0,28.0,71.0,0.0,0.0,0.0,22.0,19.0,0.0,47.0,41.666666666666664,0
2020-01-10,0.0,28.0,0.0,0.0,0.0,24.0,0.0,0.0,30.0,0.0,13.666666666666664,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,33.0,51.0,18.166666666666668,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-15,91.0,27.0,0.0,0.0,27.0,69.0,43.0,18.0,29.0,45.0,58.166666666666664,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-19,0.0,0.0,0.0,35.0,31.0,0.0,0.0,21.0,0.0,0.0,14.499999999999998,0
2020-01-20,0.0,0.0,0.0,30.0,0.0,0.0,0.0,18.0,28.0,45.0,20.166666666666668,0
2020-01-21,30.0,0.0,0.0,61.0,0.0,23.0,21.0,18.0,28.0,0.0,30.16666666666667,0
2020-01-22,0.0,27.0,0.0,62.0,0.0,46.0,0.0,0.0,58.0,0.0,32.166666666666664,0
2020-01-23,0.0,28.0,0.0,32.0,27.0,0.0,0.0,0.0,29.0,45.0,26.833333333333336,0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-25,35.0,31.0,39.0,0.0,0.0,0.0,49.0,21.0,0.0,0.0,29.166666666666668,0
2020-01-26,34.0,30.0,38.0,34.0,30.0,0.0,23.0,20.0,32.0,100.0,56.833333333333336,0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-28,59.0,27.0,34.0,31.0,0.0,23.0,42.0,36.0,0.0,44.0,49.333333333333336,0
2020-01-29,30.0,0.0,0.0,31.0,27.0,23.0,21.0,0.0,0.0,0.0,22.0,0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
