date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,17.0,0.0,14.0,0.0,0.0,0.0,0.0,19.0,28.0,0.0,9.75,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,16.0,16.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,10.249999999999998,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,19.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,32.0,25.0,12.250000000000002,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,22.0,19.0,0.0,25.0,27.0,83.0,49.0,24.0,0.0,28.0,34.625,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,18.0,16.0,16.0,21.0,23.0,0.0,42.0,0.0,31.0,0.0,20.875,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,24.0,7.0,0.0
2020-01-30,19.0,0.0,0.0,42.0,0.0,0.0,0.0,43.0,31.0,0.0,16.875,0.0
2020-01-31,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,6.25,0.0
2020-02-01,23.0,19.0,19.0,25.0,0.0,81.0,0.0,0.0,0.0,0.0,20.875,0.0
2020-02-02,23.0,0.0,19.0,25.0,27.0,40.0,0.0,0.0,36.0,28.0,24.75,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,6.25,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,18.0,24.0,0.0,0.0,48.0,24.0,35.0,27.0,22.000000000000004,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,34.0,0.0,9.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,32.0,0.0,9.5,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,18.0,18.0,46.0,26.0,38.0,23.0,0.0,35.0,0.0,25.5,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,15.0,0.0,0.0,0.0,33.0,21.0,0.0,0.0,0.0,8.625,0.0
2020-02-26,0.0,30.0,0.0,20.0,23.0,0.0,20.0,20.0,0.0,23.0,17.0,0.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,18.0,0.0,32.0,21.0,23.0,34.0,0.0,21.0,0.0,0.0,18.625,0.0
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,22.0,0.0,0.0,0.0,28.0,0.0,25.0,0.0,37.0,28.0,17.5,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,18.0,15.0,16.0,21.0,22.0,0.0,20.0,0.0,0.0,0.0,14.0,0.0
2020-03-05,0.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,9.5,0.0
2020-03-06,18.0,15.0,0.0,0.0,22.0,0.0,20.0,20.0,0.0,0.0,11.875,0.0
2020-03-07,0.0,17.0,17.0,23.0,0.0,37.0,23.0,0.0,34.0,25.0,22.000000000000004,0.0
2020-03-08,21.0,0.0,0.0,0.0,26.0,0.0,23.0,0.0,0.0,0.0,8.75,0.0
2020-03-09,17.0,0.0,0.0,19.0,42.0,0.0,19.0,19.0,56.0,43.0,26.875,0.0
2020-03-10,0.0,0.0,15.0,56.0,21.0,31.0,0.0,0.0,28.0,21.0,21.5,0.0
2020-03-11,53.0,15.0,30.0,60.0,43.0,32.0,20.0,100.0,29.0,0.0,47.75000000000001,0.0
2020-03-12,49.0,95.0,55.0,0.0,100.0,58.0,73.0,54.0,54.0,100.0,79.75,0.0
2020-03-13,48.0,54.0,42.0,54.0,99.0,84.0,74.0,36.0,52.0,84.0,78.375,0.0
2020-03-14,20.0,16.0,0.0,65.0,48.0,70.0,22.0,22.0,0.0,25.0,36.0,0.0
2020-03-15,37.0,0.0,16.0,21.0,24.0,0.0,21.0,0.0,0.0,48.0,20.875,0.0
2020-03-16,0.0,72.0,29.0,19.0,42.0,31.0,78.0,38.0,58.0,65.0,54.0,0.0
2020-03-17,100.0,100.0,100.0,57.0,63.0,91.0,91.0,74.0,81.0,43.0,100.0,0.0
2020-03-18,35.0,30.0,62.0,61.0,88.0,100.0,41.0,20.0,89.0,47.0,71.625,0.0
