date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,0.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,9.0,8.0,3.6,0
2020-01-02,9.0,6.0,14.0,0.0,13.0,10.0,9.0,0.0,23.0,0.0,8.4,0
2020-01-03,17.0,11.0,7.0,10.0,7.0,19.0,35.0,19.0,15.0,0.0,14.0,0
2020-01-04,0.0,6.0,8.0,0.0,0.0,0.0,10.0,10.0,9.0,0.0,4.3,0
2020-01-05,0.0,12.0,22.0,10.0,0.0,19.0,27.0,30.0,8.0,15.0,14.3,0
2020-01-06,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.5,0
2020-01-07,17.0,5.0,7.0,14.0,19.0,9.0,17.0,9.0,7.0,0.0,10.4,0
2020-01-08,8.0,11.0,0.0,5.0,0.0,9.0,17.0,0.0,0.0,13.0,6.3,0
2020-01-09,8.0,6.0,0.0,10.0,6.0,0.0,8.0,0.0,7.0,0.0,4.5,0
2020-01-10,9.0,0.0,0.0,5.0,7.0,19.0,9.0,29.0,8.0,0.0,8.6,0
2020-01-11,28.0,0.0,8.0,10.0,7.0,10.0,9.0,0.0,8.0,15.0,9.5,0
2020-01-12,19.0,6.0,15.0,5.0,14.0,20.0,9.0,0.0,17.0,0.0,10.5,0
2020-01-13,15.0,5.0,6.0,12.0,11.0,16.0,7.0,16.0,13.0,0.0,10.1,0
2020-01-14,14.0,5.0,6.0,8.0,0.0,8.0,0.0,0.0,12.0,0.0,5.3,0
2020-01-15,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,1.8,0
2020-01-16,8.0,11.0,13.0,0.0,12.0,18.0,16.0,9.0,7.0,13.0,10.7,0
2020-01-17,8.0,0.0,0.0,5.0,6.0,9.0,0.0,0.0,0.0,0.0,2.8,0
2020-01-18,0.0,6.0,15.0,10.0,0.0,0.0,0.0,20.0,8.0,0.0,5.9,0
2020-01-19,0.0,0.0,15.0,5.0,7.0,0.0,0.0,0.0,8.0,7.0,4.2,0
2020-01-20,8.0,0.0,6.0,0.0,12.0,17.0,0.0,25.0,7.0,0.0,7.5,0
