date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9_,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-02,14.0,11.0,14.0,11.0,0.0,14.0,16.0,0.0,10.0,0.0,11.406844106463877,0
2020-01-03,14.0,0.0,14.0,23.0,14.0,14.0,32.0,16.0,0.0,0.0,16.09632446134347,0
2020-01-04,0.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,22.0,0.0,6.463878326996197,0
2020-01-05,29.0,12.0,0.0,12.0,29.0,0.0,16.0,16.0,11.0,0.0,15.842839036755386,0
2020-01-06,14.0,12.0,14.0,0.0,0.0,28.0,0.0,16.0,10.0,29.0,15.589353612167299,0
2020-01-07,13.0,11.0,26.0,32.0,0.0,26.0,15.0,44.0,19.0,13.0,25.22179974651457,0
2020-01-08,13.0,0.0,13.0,32.0,13.0,26.0,15.0,14.0,19.0,40.0,23.44740177439797,0
2020-01-09,13.0,22.0,13.0,11.0,13.0,13.0,15.0,0.0,10.0,14.0,15.716096324461342,0
2020-01-10,0.0,67.0,41.0,11.0,41.0,81.0,62.0,15.0,30.0,42.0,49.4296577946768,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,14.0,12.0,14.0,12.0,14.0,14.0,16.0,0.0,21.0,14.0,16.603295310519645,0
2020-01-13,24.0,0.0,0.0,10.0,12.0,35.0,13.0,0.0,9.0,24.0,16.09632446134347,0
2020-01-14,22.0,18.0,33.0,28.0,23.0,22.0,13.0,63.0,25.0,35.0,35.74144486692015,0
2020-01-15,39.0,0.0,38.0,10.0,39.0,38.0,29.0,29.0,37.0,0.0,32.82636248415716,0
2020-01-16,39.0,11.0,26.0,21.0,40.0,52.0,29.0,44.0,19.0,27.0,39.03675538656527,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-18,0.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,0.0,3.5487959442332064,0
2020-01-19,14.0,0.0,27.0,11.0,28.0,55.0,0.0,15.0,20.0,14.0,23.320659062103925,0
2020-01-20,38.0,41.0,38.0,0.0,51.0,51.0,29.0,43.0,9.0,13.0,39.670468948035484,0
2020-01-21,26.0,32.0,25.0,31.0,13.0,25.0,87.0,28.0,28.0,52.0,43.97972116603295,0
2020-01-22,0.0,10.0,26.0,0.0,0.0,13.0,0.0,14.0,19.0,0.0,10.392902408111532,0
2020-01-23,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.29531051964512,0
2020-01-24,0.0,11.0,26.0,22.0,27.0,13.0,30.0,15.0,29.0,41.0,27.12294043092522,0
2020-01-25,0.0,11.0,0.0,12.0,0.0,28.0,16.0,32.0,10.0,15.0,15.716096324461342,0
2020-01-26,13.0,0.0,13.0,0.0,0.0,13.0,15.0,15.0,0.0,0.0,8.745247148288973,0
2020-01-27,0.0,20.0,0.0,10.0,12.0,0.0,0.0,27.0,9.0,25.0,13.054499366286437,0
2020-01-28,0.0,0.0,13.0,41.0,13.0,25.0,0.0,28.0,37.0,39.0,24.841571609632446,0
2020-01-29,0.0,0.0,0.0,0.0,0.0,12.0,14.0,14.0,18.0,26.0,10.646387832699618,0
2020-01-30,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,9.0,13.0,4.435994930291508,0
2020-01-31,13.0,11.0,13.0,11.0,13.0,13.0,15.0,15.0,10.0,27.0,17.870722433460074,0
2020-02-01,0.0,23.0,14.0,23.0,14.0,28.0,0.0,48.0,21.0,29.0,25.348542458808616,0
2020-02-02,41.0,11.0,14.0,23.0,41.0,55.0,16.0,46.0,50.0,14.0,39.4169835234474,0
2020-02-03,12.0,9.0,0.0,19.0,12.0,11.0,13.0,13.0,25.0,23.0,17.363751584283904,0
2020-02-04,25.0,50.0,12.0,20.0,25.0,61.0,69.0,41.0,18.0,25.0,43.852978453738906,0
2020-02-05,12.0,10.0,12.0,10.0,25.0,24.0,14.0,0.0,9.0,13.0,16.349809885931556,0
2020-02-06,38.0,10.0,38.0,21.0,13.0,25.0,0.0,14.0,18.0,39.0,27.376425855513308,0
2020-02-07,13.0,11.0,13.0,0.0,13.0,0.0,30.0,0.0,10.0,13.0,13.054499366286437,0
2020-02-08,14.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.449936628643853,0
2020-02-09,26.0,11.0,53.0,32.0,13.0,13.0,30.0,15.0,29.0,54.0,34.98098859315589,0
2020-02-10,38.0,20.0,50.0,20.0,25.0,37.0,42.0,14.0,27.0,38.0,39.4169835234474,0
2020-02-11,0.0,0.0,13.0,10.0,26.0,13.0,14.0,0.0,0.0,0.0,9.632446134347274,0
2020-02-12,13.0,21.0,13.0,11.0,39.0,13.0,14.0,0.0,19.0,26.0,21.41951837769328,0
2020-02-13,65.0,10.0,13.0,0.0,13.0,26.0,15.0,43.0,28.0,39.0,31.939163498098857,0
2020-02-14,41.0,11.0,27.0,0.0,27.0,14.0,31.0,30.0,0.0,28.0,26.489226869455006,0
2020-02-15,15.0,12.0,15.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,8.745247148288973,0
2020-02-16,0.0,12.0,14.0,0.0,14.0,28.0,0.0,0.0,21.0,15.0,13.18124207858048,0
2020-02-17,38.0,31.0,25.0,21.0,25.0,37.0,0.0,42.0,9.0,26.0,32.19264892268694,0
2020-02-18,25.0,41.0,25.0,21.0,38.0,13.0,14.0,43.0,0.0,26.0,31.178707224334598,0
2020-02-19,25.0,10.0,25.0,20.0,13.0,0.0,14.0,28.0,0.0,26.0,20.40557667934094,0
2020-02-20,13.0,0.0,0.0,11.0,13.0,0.0,44.0,0.0,0.0,13.0,11.91381495564005,0
2020-02-21,13.0,11.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,14.0,8.61850443599493,0
2020-02-22,14.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,6.59062103929024,0
2020-02-23,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.816223067173637,0
2020-02-24,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,9.0,12.0,5.830164765525981,0
2020-02-25,12.0,0.0,12.0,0.0,24.0,0.0,13.0,0.0,9.0,0.0,8.871989860583016,0
2020-02-26,23.0,37.0,34.0,19.0,23.0,11.0,39.0,26.0,25.0,47.0,35.99493029150823,0
2020-02-27,24.0,0.0,12.0,0.0,0.0,24.0,13.0,13.0,17.0,12.0,14.575411913814955,0
2020-02-28,13.0,10.0,0.0,21.0,13.0,13.0,0.0,0.0,0.0,0.0,8.871989860583016,0
2020-02-29,0.0,11.0,0.0,11.0,14.0,13.0,31.0,0.0,10.0,28.0,14.955640050697085,0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-02,36.0,19.0,23.0,38.0,47.0,12.0,0.0,39.0,17.0,48.0,35.361216730038024,0
2020-03-03,60.0,39.0,23.0,19.0,48.0,82.0,53.0,26.0,26.0,24.0,50.69708491761723,0
2020-03-04,35.0,28.0,46.0,38.0,23.0,0.0,65.0,39.0,8.0,0.0,35.74144486692015,0
2020-03-05,12.0,20.0,24.0,0.0,25.0,24.0,14.0,0.0,27.0,12.0,20.025348542458808,0
2020-03-06,25.0,20.0,24.0,61.0,38.0,37.0,42.0,14.0,18.0,63.0,43.34600760456274,0
2020-03-07,0.0,22.0,27.0,33.0,27.0,40.0,0.0,45.0,20.0,14.0,28.89733840304182,0
2020-03-08,39.0,32.0,13.0,0.0,0.0,26.0,29.0,0.0,0.0,13.0,19.26489226869455,0
2020-03-09,22.0,27.0,33.0,9.0,22.0,11.0,49.0,12.0,16.0,34.0,29.784537389100123,0
2020-03-10,23.0,19.0,23.0,19.0,0.0,45.0,39.0,13.0,25.0,23.0,29.024081115335868,0
2020-03-11,34.0,27.0,34.0,46.0,23.0,56.0,63.0,13.0,41.0,56.0,49.809885931558924,0
2020-03-12,35.0,18.0,23.0,19.0,12.0,23.0,26.0,38.0,17.0,12.0,28.26362484157161,0
2020-03-13,36.0,19.0,35.0,0.0,48.0,24.0,27.0,40.0,26.0,37.0,37.00887198986058,0
2020-03-14,13.0,0.0,0.0,22.0,26.0,52.0,29.0,15.0,19.0,0.0,22.306717363751584,0
2020-03-15,53.0,32.0,53.0,54.0,26.0,39.0,44.0,59.0,68.0,54.0,61.089987325728764,0
2020-03-16,23.0,9.0,57.0,48.0,58.0,23.0,13.0,26.0,34.0,47.0,42.83903675538656,0
2020-03-17,12.0,19.0,23.0,0.0,47.0,23.0,52.0,13.0,0.0,47.0,29.91128010139417,0
2020-03-18,46.0,38.0,34.0,48.0,71.0,12.0,39.0,39.0,25.0,35.0,49.049429657794676,0
2020-03-19,47.0,28.0,23.0,29.0,59.0,69.0,13.0,78.0,17.0,36.0,50.57034220532319,0
2020-03-20,34.0,27.0,56.0,37.0,45.0,67.0,26.0,13.0,25.0,35.0,46.261089987325725,0
2020-03-21,75.0,41.0,38.0,41.0,38.0,25.0,14.0,28.0,27.0,26.0,44.7401774397972,0
2020-03-22,12.0,19.0,12.0,29.0,12.0,24.0,27.0,13.0,17.0,24.0,23.95437262357414,0
2020-03-23,40.0,40.0,60.0,66.0,51.0,50.0,45.0,79.0,29.0,61.0,66.03295310519644,0
2020-03-24,44.0,27.0,55.0,9.0,45.0,33.0,73.0,12.0,56.0,45.0,50.57034220532319,0
2020-03-25,66.0,45.0,54.0,9.0,77.0,65.0,86.0,74.0,32.0,56.0,71.4828897338403,0
2020-03-26,89.0,27.0,66.0,100.0,100.0,33.0,87.0,99.0,56.0,79.0,93.2826362484157,0
2020-03-27,53.0,42.0,52.0,35.0,21.0,72.0,47.0,0.0,69.0,53.0,56.273764258555126,0
