date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,28.0,21.0,17.0,46.0,16.0,73.0,16.0,0.0,24.0,22.0,31.610576923076923,0
2020-01-02,0.0,0.0,0.0,20.0,27.0,21.0,0.0,14.0,0.0,19.0,12.139423076923077,0
2020-01-03,23.0,18.0,14.0,0.0,13.0,41.0,13.0,0.0,20.0,19.0,19.35096153846154,0
2020-01-04,0.0,37.0,0.0,0.0,14.0,21.0,14.0,14.0,42.0,20.0,19.471153846153847,0
2020-01-05,50.0,77.0,31.0,43.0,43.0,42.0,42.0,43.0,43.0,100.0,61.77884615384615,0
2020-01-06,0.0,17.0,14.0,58.0,0.0,20.0,0.0,0.0,0.0,37.0,17.548076923076923,0
2020-01-07,23.0,18.0,0.0,0.0,13.0,20.0,0.0,26.0,20.0,18.0,16.58653846153846,0
2020-01-08,22.0,17.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,18.0,8.413461538461538,0
2020-01-09,0.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,18.0,5.769230769230769,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,0.0,19.0,15.0,21.0,14.0,43.0,0.0,14.0,21.0,20.0,20.072115384615383,0
2020-01-12,24.0,0.0,14.0,41.0,0.0,21.0,27.0,0.0,0.0,19.0,17.548076923076923,0
2020-01-13,0.0,32.0,25.0,53.0,24.0,0.0,23.0,24.0,35.0,34.0,30.048076923076923,0
2020-01-14,41.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,17.0,16.0,11.658653846153845,0
2020-01-15,0.0,17.0,0.0,18.0,0.0,0.0,12.0,0.0,19.0,0.0,7.9326923076923075,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-17,47.0,35.0,0.0,19.0,13.0,20.0,13.0,0.0,40.0,0.0,22.475961538461537,0
2020-01-18,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,7.9326923076923075,0
2020-01-19,25.0,0.0,15.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,9.014423076923077,0
2020-01-20,23.0,17.0,0.0,19.0,13.0,39.0,13.0,13.0,19.0,36.0,23.076923076923077,0
2020-01-21,45.0,0.0,40.0,19.0,25.0,0.0,13.0,13.0,38.0,18.0,25.360576923076923,0
2020-01-22,44.0,0.0,27.0,0.0,13.0,0.0,0.0,13.0,19.0,0.0,13.942307692307692,0
2020-01-23,0.0,17.0,0.0,38.0,26.0,20.0,13.0,0.0,20.0,0.0,16.10576923076923,0
2020-01-24,23.0,0.0,14.0,0.0,27.0,20.0,0.0,27.0,20.0,19.0,18.028846153846153,0
2020-01-25,25.0,0.0,30.0,63.0,14.0,21.0,42.0,28.0,42.0,40.0,36.65865384615385,0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-27,43.0,65.0,13.0,90.0,12.0,37.0,24.0,37.0,72.0,17.0,49.27884615384615,0
2020-01-28,0.0,0.0,13.0,38.0,13.0,0.0,25.0,25.0,19.0,53.0,22.355769230769234,0
2020-01-29,67.0,34.0,27.0,19.0,26.0,39.0,0.0,38.0,0.0,18.0,32.21153846153846,0
2020-01-30,23.0,35.0,14.0,19.0,13.0,20.0,39.0,0.0,39.0,0.0,24.278846153846153,0
2020-01-31,0.0,0.0,28.0,20.0,13.0,61.0,13.0,27.0,0.0,38.0,24.038461538461537,0
2020-02-01,25.0,19.0,15.0,0.0,0.0,21.0,0.0,14.0,0.0,0.0,11.298076923076923,0
2020-02-02,25.0,19.0,0.0,0.0,0.0,22.0,14.0,14.0,0.0,20.0,13.701923076923077,0
2020-02-03,0.0,16.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,17.0,7.572115384615384,0
2020-02-04,45.0,35.0,13.0,0.0,0.0,39.0,26.0,38.0,19.0,37.0,30.288461538461537,0
2020-02-05,23.0,35.0,0.0,38.0,0.0,0.0,13.0,0.0,20.0,37.0,19.95192307692308,0
2020-02-06,0.0,18.0,0.0,40.0,27.0,62.0,13.0,14.0,0.0,38.0,25.48076923076923,0
2020-02-07,24.0,56.0,14.0,41.0,42.0,21.0,41.0,27.0,21.0,19.0,36.77884615384615,0
2020-02-08,24.0,19.0,15.0,20.0,14.0,42.0,14.0,0.0,21.0,58.0,27.283653846153847,0
2020-02-09,24.0,0.0,15.0,0.0,27.0,0.0,14.0,0.0,0.0,19.0,11.899038461538462,0
2020-02-10,22.0,34.0,66.0,93.0,25.0,57.0,25.0,50.0,37.0,35.0,53.36538461538461,0
2020-02-11,67.0,100.0,13.0,37.0,38.0,57.0,37.0,0.0,38.0,53.0,52.88461538461538,0
2020-02-12,23.0,17.0,40.0,56.0,13.0,38.0,13.0,13.0,0.0,18.0,27.764423076923077,0
2020-02-13,0.0,18.0,0.0,19.0,13.0,20.0,0.0,13.0,19.0,0.0,12.259615384615383,0
2020-02-14,23.0,18.0,42.0,20.0,14.0,20.0,26.0,13.0,20.0,0.0,23.55769230769231,0
2020-02-15,50.0,19.0,30.0,21.0,14.0,21.0,28.0,28.0,21.0,40.0,32.69230769230769,0
2020-02-16,0.0,0.0,15.0,21.0,14.0,21.0,14.0,0.0,21.0,20.0,15.144230769230768,0
2020-02-17,22.0,33.0,13.0,18.0,0.0,37.0,0.0,12.0,18.0,17.0,20.432692307692307,0
2020-02-18,22.0,16.0,0.0,18.0,12.0,19.0,24.0,12.0,37.0,34.0,23.31730769230769,0
2020-02-19,22.0,17.0,27.0,0.0,38.0,19.0,13.0,0.0,57.0,54.0,29.6875,0
2020-02-20,23.0,0.0,14.0,0.0,13.0,20.0,0.0,13.0,0.0,19.0,12.259615384615383,0
2020-02-21,0.0,0.0,0.0,40.0,27.0,21.0,0.0,27.0,20.0,19.0,18.509615384615383,0
2020-02-22,25.0,0.0,15.0,43.0,14.0,22.0,28.0,14.0,22.0,0.0,21.995192307692307,0
2020-02-23,26.0,39.0,30.0,21.0,0.0,22.0,29.0,15.0,44.0,21.0,29.6875,0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-25,88.0,34.0,54.0,0.0,38.0,38.0,25.0,51.0,75.0,90.0,59.25480769230769,0
2020-02-26,22.0,0.0,13.0,18.0,25.0,0.0,0.0,0.0,18.0,0.0,11.538461538461538,0
2020-02-27,0.0,17.0,0.0,18.0,0.0,19.0,0.0,0.0,19.0,18.0,10.9375,0
2020-02-28,48.0,36.0,14.0,0.0,0.0,0.0,0.0,26.0,40.0,0.0,19.71153846153846,0
2020-02-29,0.0,56.0,29.0,0.0,27.0,0.0,0.0,28.0,41.0,39.0,26.44230769230769,0
2020-03-01,0.0,37.0,29.0,0.0,14.0,41.0,27.0,27.0,0.0,19.0,23.31730769230769,0
2020-03-02,44.0,17.0,52.0,37.0,25.0,19.0,36.0,25.0,0.0,17.0,32.69230769230769,0
2020-03-03,0.0,17.0,13.0,18.0,0.0,0.0,12.0,25.0,37.0,35.0,18.870192307692307,0
2020-03-04,66.0,66.0,26.0,91.0,25.0,75.0,49.0,49.0,56.0,17.0,62.5,0
2020-03-05,0.0,17.0,13.0,36.0,25.0,19.0,24.0,12.0,37.0,17.0,24.038461538461537,0
2020-03-06,22.0,17.0,13.0,0.0,13.0,19.0,12.0,0.0,37.0,18.0,18.14903846153846,0
2020-03-07,75.0,19.0,15.0,0.0,28.0,21.0,14.0,28.0,0.0,20.0,26.44230769230769,0
2020-03-08,0.0,0.0,14.0,19.0,13.0,0.0,0.0,13.0,20.0,19.0,11.778846153846155,0
2020-03-09,64.0,64.0,26.0,18.0,49.0,55.0,60.0,60.0,73.0,86.0,66.70673076923077,0
2020-03-10,0.0,33.0,39.0,37.0,38.0,19.0,0.0,12.0,19.0,18.0,25.841346153846153,0
2020-03-11,43.0,33.0,13.0,18.0,12.0,19.0,0.0,0.0,18.0,17.0,20.79326923076923,0
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,18.0,17.0,7.091346153846153,0
2020-03-13,93.0,18.0,14.0,19.0,26.0,99.0,26.0,26.0,79.0,92.0,59.13461538461538,0
2020-03-14,24.0,90.0,43.0,100.0,0.0,41.0,27.0,13.0,62.0,77.0,57.33173076923077,0
2020-03-15,65.0,49.0,52.0,90.0,12.0,37.0,60.0,24.0,55.0,87.0,63.82211538461538,0
