date,/m/0fd23
2020-02-01,11
2020-02-02,35
2020-02-03,13
2020-02-04,45
2020-02-05,31
2020-02-06,21
2020-02-07,11
2020-02-08,49
2020-02-09,14
2020-02-10,38
2020-02-11,40
2020-02-12,20
2020-02-13,31
2020-02-14,32
2020-02-15,22
2020-02-16,50
2020-02-17,24
2020-02-18,29
2020-02-19,29
2020-02-20,25
2020-02-21,32
2020-02-22,43
2020-02-23,16
2020-02-24,19
2020-02-25,39
2020-02-26,23
2020-02-27,19
2020-02-28,15
2020-02-29,21
2020-03-01,30
2020-03-02,58
2020-03-03,25
2020-03-04,10
2020-03-05,24
2020-03-06,10
2020-03-07,16
2020-03-08,35
2020-03-09,19
2020-03-10,9
2020-03-11,19
2020-03-12,28
2020-03-13,10
2020-03-14,15
2020-03-15,51
2020-03-16,22
2020-03-17,23
2020-03-18,32
2020-03-19,18
2020-03-20,30
2020-03-21,33
2020-03-22,35
2020-03-23,61
2020-03-24,44
2020-03-25,72
2020-03-26,62
2020-03-27,58
2020-03-28,43
2020-03-29,68
2020-03-30,50
2020-03-31,49
2020-04-01,34
2020-04-02,25
2020-04-03,17
2020-04-04,50
2020-04-05,36
2020-04-06,39
2020-04-07,70
2020-04-08,62
2020-04-09,63
2020-04-10,100
2020-04-11,99
2020-04-12,69
2020-04-13,47
2020-04-14,25
2020-04-15,53
2020-04-16,63
2020-04-17,93
2020-04-18,53
2020-04-19,40
2020-04-20,50
2020-04-21,66
2020-04-22,84
2020-04-23,64
2020-04-24,47
2020-04-25,48
2020-04-26,41
2020-04-27,26
2020-04-28,65
2020-04-29,45
2020-04-30,32
2020-05-01,46
2020-05-02,22
2020-05-03,28
2020-05-04,24
2020-05-05,35
2020-05-06,39
2020-05-07,49
2020-05-08,31
2020-05-09,34
2020-05-10,23
2020-05-11,39
2020-05-12,38
2020-05-13,42
2020-05-14,17
2020-05-15,27
2020-05-16,25
2020-05-17,15
2020-05-18,48
2020-05-19,62
2020-05-20,63
2020-05-21,45
2020-05-22,55
2020-05-23,31
2020-05-24,23
2020-05-25,38
2020-05-26,26
2020-05-27,31
2020-05-28,56
2020-05-29,64
2020-05-30,65
2020-05-31,86
