date,/m/01cdt5_0,/m/01cdt5,batch_id
2021-02-01,25.0,25.0,1
2021-02-02,100.0,100.0,1
2021-02-03,50.0,50.0,1
2021-02-04,26.0,26.0,1
2021-02-05,0.0,0.0,1
2021-02-06,55.0,55.0,1
2021-02-07,28.0,28.0,1
2021-02-08,0.0,0.0,1
2021-02-09,0.0,0.0,1
2021-02-10,50.0,50.0,1
2021-02-11,26.0,26.0,1
2021-02-12,79.0,79.0,1
2021-02-13,29.0,29.0,1
2021-02-14,29.0,29.0,1
2021-02-15,25.0,25.0,1
2021-02-16,0.0,0.0,1
2021-02-17,0.0,0.0,1
2021-02-18,0.0,0.0,1
2021-02-19,0.0,0.0,1
2021-02-20,31.0,31.0,1
2021-02-21,0.0,0.0,1
2021-02-22,24.0,24.0,1
2021-02-23,0.0,0.0,1
2021-02-24,0.0,0.0,1
2021-02-25,26.0,26.0,1
2021-02-26,26.0,26.0,1
2021-02-27,59.0,59.0,1
2021-02-28,0.0,0.0,1
2021-03-01,51.0,51.0,1
2021-03-02,26.0,26.0,1
2021-03-03,27.0,27.0,1
2021-03-04,50.0,50.0,1
2021-03-05,0.0,0.0,1
2021-03-06,0.0,0.0,1
2021-03-07,57.0,57.0,1
2021-03-08,26.0,26.0,1
2021-03-09,25.0,25.0,1
2021-03-10,0.0,0.0,1
2021-03-11,26.0,26.0,1
2021-03-12,26.0,26.0,1
2021-03-13,0.0,0.0,1
2021-03-14,81.0,81.0,1
2021-03-15,60.0,60.0,1
2021-03-16,0.0,0.0,1
2021-03-17,0.0,0.0,1
2021-03-18,0.0,0.0,1
2021-03-19,27.0,27.0,1
2021-03-20,0.0,0.0,1
2021-03-21,28.0,28.0,1
2021-03-22,51.0,51.0,1
2021-03-23,25.0,25.0,1
2021-03-24,25.0,25.0,1
2021-03-25,0.0,0.0,1
2021-03-26,27.0,27.0,1
2021-03-27,28.0,28.0,1
2021-03-28,61.0,61.0,1
2021-03-29,27.0,27.0,1
2021-03-30,0.0,0.0,1
2021-03-31,57.0,57.0,1
2021-04-01,0.0,0.0,1
2021-04-02,0.0,0.0,1
2021-04-03,30.0,30.0,1
2021-04-04,30.0,30.0,1
2021-04-05,0.0,0.0,1
2021-04-06,0.0,0.0,1
2021-04-07,0.0,0.0,1
2021-04-08,0.0,0.0,1
2021-04-09,53.0,53.0,1
2021-04-10,79.0,79.0,1
2021-04-11,28.0,28.0,1
2021-04-12,0.0,0.0,1
2021-04-13,0.0,0.0,1
2021-04-14,26.0,26.0,1
2021-04-15,26.0,26.0,1
2021-04-16,0.0,0.0,1
2021-04-17,30.0,30.0,1
2021-04-18,0.0,0.0,1
2021-04-19,50.0,50.0,1
2021-04-20,26.0,26.0,1
2021-04-21,26.0,26.0,1
2021-04-22,53.0,53.0,1
2021-04-23,0.0,0.0,1
2021-04-24,0.0,0.0,1
2021-04-25,29.0,29.0,1
2021-04-26,0.0,0.0,1
2021-04-27,0.0,0.0,1
2021-04-28,26.0,26.0,1
2021-04-29,0.0,0.0,1
2021-04-30,26.0,26.0,1
2021-05-01,57.0,57.0,1
2021-05-02,28.0,28.0,1
2021-05-03,25.0,25.0,1
2021-05-04,24.0,24.0,1
2021-05-05,0.0,0.0,1
2021-05-06,25.0,25.0,1
2021-05-07,0.0,0.0,1
2021-05-08,57.0,57.0,1
2021-05-09,0.0,0.0,1
2021-05-10,0.0,0.0,1
2021-05-11,0.0,0.0,1
2021-05-12,0.0,0.0,1
2021-05-13,54.0,54.0,1
2021-05-14,0.0,0.0,1
