date,/m/01c751_0,/m/01c751,batch_id
2021-02-01,41.0,41.0,1
2021-02-02,21.0,21.0,1
2021-02-03,0.0,0.0,1
2021-02-04,22.0,22.0,1
2021-02-05,0.0,0.0,1
2021-02-06,23.0,23.0,1
2021-02-07,91.0,91.0,1
2021-02-08,62.0,62.0,1
2021-02-09,21.0,21.0,1
2021-02-10,62.0,62.0,1
2021-02-11,0.0,0.0,1
2021-02-12,22.0,22.0,1
2021-02-13,24.0,24.0,1
2021-02-14,48.0,48.0,1
2021-02-15,62.0,62.0,1
2021-02-16,43.0,43.0,1
2021-02-17,0.0,0.0,1
2021-02-18,0.0,0.0,1
2021-02-19,0.0,0.0,1
2021-02-20,77.0,77.0,1
2021-02-21,26.0,26.0,1
2021-02-22,20.0,20.0,1
2021-02-23,22.0,22.0,1
2021-02-24,0.0,0.0,1
2021-02-25,22.0,22.0,1
2021-02-26,22.0,22.0,1
2021-02-27,49.0,49.0,1
2021-02-28,23.0,23.0,1
2021-03-01,21.0,21.0,1
2021-03-02,22.0,22.0,1
2021-03-03,44.0,44.0,1
2021-03-04,62.0,62.0,1
2021-03-05,44.0,44.0,1
2021-03-06,0.0,0.0,1
2021-03-07,23.0,23.0,1
2021-03-08,42.0,42.0,1
2021-03-09,21.0,21.0,1
2021-03-10,42.0,42.0,1
2021-03-11,0.0,0.0,1
2021-03-12,0.0,0.0,1
2021-03-13,0.0,0.0,1
2021-03-14,0.0,0.0,1
2021-03-15,16.0,16.0,1
2021-03-16,18.0,18.0,1
2021-03-17,21.0,21.0,1
2021-03-18,0.0,0.0,1
2021-03-19,22.0,22.0,1
2021-03-20,25.0,25.0,1
2021-03-21,92.0,92.0,1
2021-03-22,84.0,84.0,1
2021-03-23,63.0,63.0,1
2021-03-24,21.0,21.0,1
2021-03-25,22.0,22.0,1
2021-03-26,45.0,45.0,1
2021-03-27,0.0,0.0,1
2021-03-28,100.0,100.0,1
2021-03-29,0.0,0.0,1
2021-03-30,0.0,0.0,1
2021-03-31,24.0,24.0,1
2021-04-01,22.0,22.0,1
2021-04-02,68.0,68.0,1
2021-04-03,0.0,0.0,1
2021-04-04,25.0,25.0,1
2021-04-05,44.0,44.0,1
2021-04-06,40.0,40.0,1
2021-04-07,0.0,0.0,1
2021-04-08,21.0,21.0,1
2021-04-09,44.0,44.0,1
2021-04-10,44.0,44.0,1
2021-04-11,0.0,0.0,1
2021-04-12,0.0,0.0,1
2021-04-13,22.0,22.0,1
2021-04-14,0.0,0.0,1
2021-04-15,65.0,65.0,1
2021-04-16,23.0,23.0,1
2021-04-17,74.0,74.0,1
2021-04-18,25.0,25.0,1
2021-04-19,0.0,0.0,1
2021-04-20,0.0,0.0,1
2021-04-21,0.0,0.0,1
2021-04-22,22.0,22.0,1
2021-04-23,23.0,23.0,1
2021-04-24,0.0,0.0,1
2021-04-25,49.0,49.0,1
2021-04-26,0.0,0.0,1
2021-04-27,22.0,22.0,1
2021-04-28,22.0,22.0,1
2021-04-29,62.0,62.0,1
2021-04-30,0.0,0.0,1
2021-05-01,70.0,70.0,1
2021-05-02,0.0,0.0,1
2021-05-03,82.0,82.0,1
2021-05-04,0.0,0.0,1
2021-05-05,20.0,20.0,1
2021-05-06,0.0,0.0,1
2021-05-07,43.0,43.0,1
2021-05-08,71.0,71.0,1
2021-05-09,25.0,25.0,1
2021-05-10,0.0,0.0,1
2021-05-11,0.0,0.0,1
2021-05-12,0.0,0.0,1
2021-05-13,22.0,22.0,1
2021-05-14,0.0,0.0,1
