date,/m/016c68
2020-02-01,56
2020-02-02,64
2020-02-03,69
2020-02-04,75
2020-02-05,66
2020-02-06,45
2020-02-07,62
2020-02-08,58
2020-02-09,58
2020-02-10,48
2020-02-11,50
2020-02-12,49
2020-02-13,58
2020-02-14,74
2020-02-15,99
2020-02-16,64
2020-02-17,52
2020-02-18,49
2020-02-19,63
2020-02-20,62
2020-02-21,84
2020-02-22,85
2020-02-23,92
2020-02-24,59
2020-02-25,56
2020-02-26,63
2020-02-27,51
2020-02-28,69
2020-02-29,44
2020-03-01,56
2020-03-02,50
2020-03-03,52
2020-03-04,47
2020-03-05,39
2020-03-06,71
2020-03-07,43
2020-03-08,81
2020-03-09,85
2020-03-10,57
2020-03-11,47
2020-03-12,43
2020-03-13,72
2020-03-14,54
2020-03-15,44
2020-03-16,64
2020-03-17,62
2020-03-18,100
2020-03-19,52
2020-03-20,62
2020-03-21,35
2020-03-22,71
2020-03-23,32
2020-03-24,51
2020-03-25,36
2020-03-26,50
2020-03-27,80
2020-03-28,65
2020-03-29,52
2020-03-30,59
2020-03-31,47
2020-04-01,70
2020-04-02,73
2020-04-03,69
2020-04-04,49
2020-04-05,48
2020-04-06,40
2020-04-07,53
2020-04-08,84
2020-04-09,68
2020-04-10,63
2020-04-11,28
2020-04-12,63
2020-04-13,58
2020-04-14,72
2020-04-15,72
2020-04-16,51
2020-04-17,51
2020-04-18,50
2020-04-19,64
2020-04-20,45
2020-04-21,87
2020-04-22,57
2020-04-23,40
2020-04-24,34
2020-04-25,28
2020-04-26,62
2020-04-27,49
2020-04-28,40
2020-04-29,44
2020-04-30,39
2020-05-01,54
2020-05-02,43
2020-05-03,46
2020-05-04,51
2020-05-05,61
2020-05-06,55
2020-05-07,16
2020-05-08,32
2020-05-09,84
2020-05-10,58
2020-05-11,42
2020-05-12,42
2020-05-13,63
2020-05-14,37
2020-05-15,42
2020-05-16,53
2020-05-17,78
2020-05-18,62
2020-05-19,44
2020-05-20,58
2020-05-21,46
2020-05-22,73
2020-05-23,55
2020-05-24,55
2020-05-25,60
2020-05-26,76
2020-05-27,50
2020-05-28,62
2020-05-29,39
2020-05-30,64
2020-05-31,58
2020-06-01,86
2020-06-02,54
2020-06-03,41
2020-06-04,47
2020-06-05,22
2020-06-06,72
2020-06-07,51
2020-06-08,75
2020-06-09,66
2020-06-10,47
2020-06-11,54
2020-06-12,77
2020-06-13,46
2020-06-14,58
2020-06-15,56
2020-06-16,43
2020-06-17,46
2020-06-18,61
2020-06-19,29
2020-06-20,59
2020-06-21,56
2020-06-22,37
2020-06-23,36
2020-06-24,40
2020-06-25,40
2020-06-26,33
2020-06-27,64
2020-06-28,68
2020-06-29,40
2020-06-30,31
2020-07-01,70
2020-07-02,31
2020-07-03,57
2020-07-04,58
2020-07-05,65
2020-07-06,38
2020-07-07,57
2020-07-08,29
2020-07-09,76
2020-07-10,52
2020-07-11,65
2020-07-12,57
2020-07-13,45
2020-07-14,62
2020-07-15,47
2020-07-16,43
2020-07-17,40
2020-07-18,51
2020-07-19,65
2020-07-20,43
2020-07-21,28
2020-07-22,54
2020-07-23,54
2020-07-24,46
2020-07-25,46
2020-07-26,45
2020-07-27,66
2020-07-28,41
2020-07-29,35
2020-07-30,29
2020-07-31,47
2020-08-01,37
2020-08-02,57
2020-08-03,41
2020-08-04,36
2020-08-05,41
2020-08-06,63
2020-08-07,32
2020-08-08,56
2020-08-09,65
2020-08-10,32
2020-08-11,35
2020-08-12,44
2020-08-13,52
2020-08-14,79
2020-08-15,61
2020-08-16,58
2020-08-17,53
2020-08-18,47
2020-08-19,61
2020-08-20,46
2020-08-21,43
2020-08-22,62
2020-08-23,43
2020-08-24,56
2020-08-25,64
2020-08-26,58
2020-08-27,66
2020-08-28,53
2020-08-29,47
2020-08-30,38
2020-08-31,50
2020-09-01,46
2020-09-02,47
2020-09-03,61
2020-09-04,48
2020-09-05,35
2020-09-06,70
2020-09-07,34
2020-09-08,66
2020-09-09,43
2020-09-10,59
2020-09-11,61
2020-09-12,80
2020-09-13,71
2020-09-14,48
2020-09-15,44
2020-09-16,57
2020-09-17,44
2020-09-18,67
2020-09-19,60
2020-09-20,64
2020-09-21,46
2020-09-22,56
2020-09-23,52
2020-09-24,50
2020-09-25,42
2020-09-26,57
2020-09-27,63
2020-09-28,34
