date,"/m/01cpyy
"
2020-02-01,5
2020-02-02,5
2020-02-03,4
2020-02-04,5
2020-02-05,4
2020-02-06,4
2020-02-07,3
2020-02-08,4
2020-02-09,4
2020-02-10,3
2020-02-11,4
2020-02-12,3
2020-02-13,4
2020-02-14,3
2020-02-15,3
2020-02-16,3
2020-02-17,3
2020-02-18,1
2020-02-19,2
2020-02-20,1
2020-02-21,3
2020-02-22,5
2020-02-23,11
2020-02-24,18
2020-02-25,20
2020-02-26,19
2020-02-27,21
2020-02-28,21
2020-02-29,21
2020-03-01,29
2020-03-02,33
2020-03-03,35
2020-03-04,30
2020-03-05,33
2020-03-06,33
2020-03-07,27
2020-03-08,33
2020-03-09,35
2020-03-10,46
2020-03-11,49
2020-03-12,90
2020-03-13,91
2020-03-14,90
2020-03-15,100
2020-03-16,91
2020-03-17,81
2020-03-18,67
2020-03-19,66
2020-03-20,63
2020-03-21,65
2020-03-22,70
2020-03-23,56
2020-03-24,46
2020-03-25,43
2020-03-26,42
2020-03-27,51
2020-03-28,43
2020-03-29,45
2020-03-30,36
2020-03-31,35
2020-04-01,33
2020-04-02,33
2020-04-03,55
2020-04-04,59
2020-04-05,51
2020-04-06,30
2020-04-07,29
2020-04-08,24
2020-04-09,27
2020-04-10,31
2020-04-11,26
2020-04-12,23
2020-04-13,30
2020-04-14,24
2020-04-15,28
2020-04-16,24
2020-04-17,22
2020-04-18,20
2020-04-19,22
2020-04-20,22
2020-04-21,20
2020-04-22,19
2020-04-23,17
2020-04-24,19
2020-04-25,42
2020-04-26,39
2020-04-27,18
2020-04-28,17
2020-04-29,16
2020-04-30,15
2020-05-01,15
2020-05-02,15
2020-05-03,14
2020-05-04,13
2020-05-05,12
2020-05-06,14
2020-05-07,13
2020-05-08,12
2020-05-09,12
2020-05-10,12
2020-05-11,12
2020-05-12,11
2020-05-13,11
2020-05-14,10
2020-05-15,11
2020-05-16,10
2020-05-17,10
2020-05-18,9
2020-05-19,12
2020-05-20,8
2020-05-21,11
2020-05-22,10
2020-05-23,8
2020-05-24,9
2020-05-25,9
2020-05-26,9
2020-05-27,9
2020-05-28,9
2020-05-29,8
2020-05-30,8
2020-05-31,10
2020-06-01,9
2020-06-02,7
2020-06-03,11
2020-06-04,8
2020-06-05,7
2020-06-06,8
2020-06-07,8
2020-06-08,7
2020-06-09,6
2020-06-10,5
2020-06-11,7
2020-06-12,7
2020-06-13,6
2020-06-14,7
2020-06-15,7
2020-06-16,6
2020-06-17,6
2020-06-18,7
2020-06-19,6
2020-06-20,6
2020-06-21,7
2020-06-22,5
2020-06-23,8
2020-06-24,6
2020-06-25,6
2020-06-26,5
2020-06-27,5
2020-06-28,7
2020-06-29,6
2020-06-30,5
2020-07-01,6
2020-07-02,5
2020-07-03,5
2020-07-04,5
2020-07-05,6
2020-07-06,7
2020-07-07,7
2020-07-08,7
2020-07-09,8
2020-07-10,9
2020-07-11,7
2020-07-12,7
2020-07-13,8
2020-07-14,8
2020-07-15,9
2020-07-16,7
2020-07-17,11
2020-07-18,11
2020-07-19,11
2020-07-20,12
2020-07-21,10
2020-07-22,11
2020-07-23,13
2020-07-24,12
2020-07-25,12
2020-07-26,14
2020-07-27,16
2020-07-28,16
2020-07-29,14
2020-07-30,12
2020-07-31,11
2020-08-01,12
2020-08-02,14
2020-08-03,10
2020-08-04,10
2020-08-05,9
2020-08-06,8
2020-08-07,10
2020-08-08,7
2020-08-09,9
2020-08-10,5
2020-08-11,8
2020-08-12,7
2020-08-13,6
2020-08-14,8
2020-08-15,8
2020-08-16,6
2020-08-17,7
2020-08-18,5
2020-08-19,6
2020-08-20,6
2020-08-21,7
2020-08-22,7
2020-08-23,6
2020-08-24,5
2020-08-25,5
2020-08-26,7
2020-08-27,9
2020-08-28,6
2020-08-29,6
2020-08-30,6
2020-08-31,6
2020-09-01,6
2020-09-02,6
2020-09-03,6
2020-09-04,7
2020-09-05,5
2020-09-06,6
2020-09-07,6
2020-09-08,5
2020-09-09,5
2020-09-10,7
2020-09-11,7
2020-09-12,5
2020-09-13,6
2020-09-14,7
2020-09-15,5
2020-09-16,6
2020-09-17,7
2020-09-18,8
2020-09-19,7
2020-09-20,7
2020-09-21,6
2020-09-22,5
2020-09-23,6
2020-09-24,6
2020-09-25,6
2020-09-26,5
2020-09-27,5
2020-09-28,6
2020-09-29,5
2020-09-30,5
