date,/m/0405g08
2020-02-01,40
2020-02-02,53
2020-02-03,66
2020-02-04,30
2020-02-05,31
2020-02-06,48
2020-02-07,16
2020-02-08,41
2020-02-09,36
2020-02-10,29
2020-02-11,38
2020-02-12,30
2020-02-13,16
2020-02-14,32
2020-02-15,42
2020-02-16,45
2020-02-17,37
2020-02-18,44
2020-02-19,44
2020-02-20,31
2020-02-21,16
2020-02-22,41
2020-02-23,46
2020-02-24,36
2020-02-25,29
2020-02-26,35
2020-02-27,36
2020-02-28,15
2020-02-29,31
2020-03-01,60
2020-03-02,14
2020-03-03,37
2020-03-04,22
2020-03-05,37
2020-03-06,22
2020-03-07,57
2020-03-08,30
2020-03-09,28
2020-03-10,50
2020-03-11,28
2020-03-12,28
2020-03-13,45
2020-03-14,53
2020-03-15,100
2020-03-16,67
2020-03-17,41
2020-03-18,49
2020-03-19,48
2020-03-20,39
2020-03-21,59
2020-03-22,82
2020-03-23,43
2020-03-24,54
2020-03-25,68
2020-03-26,20
2020-03-27,31
2020-03-28,64
2020-03-29,55
2020-03-30,44
2020-03-31,25
2020-04-01,38
2020-04-02,43
2020-04-03,19
2020-04-04,45
2020-04-05,39
2020-04-06,64
2020-04-07,20
2020-04-08,54
2020-04-09,20
2020-04-10,28
2020-04-11,52
2020-04-12,30
2020-04-13,39
2020-04-14,19
2020-04-15,20
2020-04-16,47
2020-04-17,27
2020-04-18,13
2020-04-19,20
2020-04-20,13
2020-04-21,33
2020-04-22,53
2020-04-23,52
2020-04-24,19
2020-04-25,14
2020-04-26,46
2020-04-27,32
2020-04-28,12
2020-04-29,25
2020-04-30,42
2020-05-01,51
2020-05-02,65
2020-05-03,48
2020-05-04,30
2020-05-05,35
2020-05-06,19
2020-05-07,34
2020-05-08,14
2020-05-09,37
2020-05-10,34
2020-05-11,18
2020-05-12,13
2020-05-13,19
2020-05-14,26
2020-05-15,13
2020-05-16,52
2020-05-17,39
2020-05-18,27
2020-05-19,13
2020-05-20,0
2020-05-21,52
2020-05-22,25
2020-05-23,34
2020-05-24,20
2020-05-25,38
2020-05-26,27
2020-05-27,33
2020-05-28,39
2020-05-29,27
2020-05-30,30
2020-05-31,46
2020-06-01,42
2020-06-02,25
2020-06-03,23
2020-06-04,17
2020-06-05,11
2020-06-06,26
2020-06-07,13
2020-06-08,17
2020-06-09,23
2020-06-10,25
2020-06-11,26
2020-06-12,26
2020-06-13,37
2020-06-14,29
2020-06-15,25
2020-06-16,24
2020-06-17,30
2020-06-18,13
2020-06-19,41
2020-06-20,47
2020-06-21,37
2020-06-22,19
2020-06-23,42
2020-06-24,14
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,27
2020-06-29,26
2020-06-30,40
2020-07-01,13
2020-07-02,27
2020-07-03,21
2020-07-04,38
2020-07-05,43
2020-07-06,13
2020-07-07,35
2020-07-08,33
2020-07-09,51
2020-07-10,29
2020-07-11,17
2020-07-12,43
2020-07-13,44
2020-07-14,28
2020-07-15,15
2020-07-16,14
2020-07-17,31
2020-07-18,36
2020-07-19,43
2020-07-20,15
2020-07-21,33
2020-07-22,23
2020-07-23,15
2020-07-24,45
2020-07-25,16
2020-07-26,47
2020-07-27,42
2020-07-28,57
2020-07-29,15
2020-07-30,30
2020-07-31,23
2020-08-01,16
2020-08-02,45
2020-08-03,27
2020-08-04,14
2020-08-05,14
2020-08-06,29
2020-08-07,37
2020-08-08,47
2020-08-09,38
2020-08-10,14
2020-08-11,27
2020-08-12,33
2020-08-13,27
2020-08-14,34
2020-08-15,43
2020-08-16,29
2020-08-17,13
2020-08-18,27
2020-08-19,60
2020-08-20,42
2020-08-21,21
2020-08-22,15
2020-08-23,21
2020-08-24,33
2020-08-25,27
2020-08-26,34
2020-08-27,28
2020-08-28,14
2020-08-29,54
2020-08-30,29
2020-08-31,26
2020-09-01,21
2020-09-02,28
2020-09-03,29
2020-09-04,22
2020-09-05,30
2020-09-06,47
2020-09-07,28
2020-09-08,55
2020-09-09,55
2020-09-10,36
2020-09-11,30
2020-09-12,56
2020-09-13,32
2020-09-14,42
2020-09-15,58
2020-09-16,21
2020-09-17,29
2020-09-18,22
2020-09-19,24
2020-09-20,38
2020-09-21,48
2020-09-22,21
2020-09-23,41
2020-09-24,0
2020-09-25,22
2020-09-26,15
2020-09-27,30
2020-09-28,20
