date,/g/121j1nlf
2020-02-01,44
2020-02-02,59
2020-02-03,28
2020-02-04,50
2020-02-05,28
2020-02-06,43
2020-02-07,25
2020-02-08,30
2020-02-09,13
2020-02-10,52
2020-02-11,50
2020-02-12,36
2020-02-13,23
2020-02-14,53
2020-02-15,15
2020-02-16,27
2020-02-17,27
2020-02-18,62
2020-02-19,40
2020-02-20,28
2020-02-21,43
2020-02-22,35
2020-02-23,49
2020-02-24,35
2020-02-25,57
2020-02-26,38
2020-02-27,34
2020-02-28,64
2020-02-29,38
2020-03-01,40
2020-03-02,68
2020-03-03,49
2020-03-04,80
2020-03-05,40
2020-03-06,54
2020-03-07,44
2020-03-08,41
2020-03-09,52
2020-03-10,56
2020-03-11,68
2020-03-12,50
2020-03-13,64
2020-03-14,42
2020-03-15,65
2020-03-16,90
2020-03-17,41
2020-03-18,71
2020-03-19,88
2020-03-20,63
2020-03-21,39
2020-03-22,59
2020-03-23,66
2020-03-24,24
2020-03-25,45
2020-03-26,44
2020-03-27,52
2020-03-28,79
2020-03-29,32
2020-03-30,52
2020-03-31,41
2020-04-01,43
2020-04-02,64
2020-04-03,84
2020-04-04,63
2020-04-05,47
2020-04-06,31
2020-04-07,48
2020-04-08,41
2020-04-09,49
2020-04-10,29
2020-04-11,41
2020-04-12,27
2020-04-13,27
2020-04-14,38
2020-04-15,84
2020-04-16,81
2020-04-17,53
2020-04-18,32
2020-04-19,41
2020-04-20,53
2020-04-21,55
2020-04-22,36
2020-04-23,55
2020-04-24,35
2020-04-25,35
2020-04-26,41
2020-04-27,100
2020-04-28,66
2020-04-29,52
2020-04-30,90
2020-05-01,57
2020-05-02,51
2020-05-03,66
2020-05-04,43
2020-05-05,56
2020-05-06,63
2020-05-07,49
2020-05-08,58
2020-05-09,47
2020-05-10,50
2020-05-11,40
2020-05-12,30
2020-05-13,27
2020-05-14,51
2020-05-15,45
2020-05-16,27
2020-05-17,23
2020-05-18,52
2020-05-19,68
2020-05-20,49
2020-05-21,20
2020-05-22,23
2020-05-23,43
2020-05-24,37
2020-05-25,42
2020-05-26,60
2020-05-27,67
2020-05-28,52
2020-05-29,37
2020-05-30,27
2020-05-31,37
