date,/m/01cpyy
2020-02-01,5
2020-02-02,4
2020-02-03,4
2020-02-04,5
2020-02-05,4
2020-02-06,5
2020-02-07,5
2020-02-08,4
2020-02-09,4
2020-02-10,4
2020-02-11,4
2020-02-12,3
2020-02-13,4
2020-02-14,3
2020-02-15,3
2020-02-16,3
2020-02-17,2
2020-02-18,2
2020-02-19,2
2020-02-20,2
2020-02-21,2
2020-02-22,5
2020-02-23,10
2020-02-24,19
2020-02-25,22
2020-02-26,21
2020-02-27,20
2020-02-28,22
2020-02-29,19
2020-03-01,30
2020-03-02,38
2020-03-03,36
2020-03-04,33
2020-03-05,36
2020-03-06,38
2020-03-07,28
2020-03-08,30
2020-03-09,39
2020-03-10,50
2020-03-11,50
2020-03-12,95
2020-03-13,97
2020-03-14,90
2020-03-15,100
2020-03-16,91
2020-03-17,84
2020-03-18,69
2020-03-19,73
2020-03-20,64
2020-03-21,71
2020-03-22,70
2020-03-23,56
2020-03-24,49
2020-03-25,47
2020-03-26,48
2020-03-27,52
2020-03-28,47
2020-03-29,47
2020-03-30,38
2020-03-31,38
2020-04-01,34
2020-04-02,34
2020-04-03,57
2020-04-04,61
2020-04-05,54
2020-04-06,33
2020-04-07,31
2020-04-08,27
2020-04-09,29
2020-04-10,28
2020-04-11,25
2020-04-12,28
2020-04-13,31
2020-04-14,27
2020-04-15,29
2020-04-16,24
2020-04-17,23
2020-04-18,21
2020-04-19,22
2020-04-20,18
2020-04-21,19
2020-04-22,19
2020-04-23,17
2020-04-24,19
2020-04-25,44
2020-04-26,38
2020-04-27,19
2020-04-28,18
2020-04-29,17
2020-04-30,15
2020-05-01,16
2020-05-02,15
2020-05-03,14
2020-05-04,15
2020-05-05,13
2020-05-06,13
2020-05-07,14
2020-05-08,14
2020-05-09,14
2020-05-10,13
2020-05-11,13
2020-05-12,13
2020-05-13,12
2020-05-14,13
2020-05-15,12
2020-05-16,12
2020-05-17,13
2020-05-18,10
2020-05-19,10
2020-05-20,10
2020-05-21,11
2020-05-22,11
2020-05-23,9
2020-05-24,10
2020-05-25,9
2020-05-26,9
2020-05-27,9
2020-05-28,9
2020-05-29,9
2020-05-30,9
2020-05-31,9
